ip,isp,city,countrycode,latitude,longitude
156.144.250.239,Arcelormittal Usa,Hammond,US,41.5921,-87.4564
112.163.49.233,Korea Telecom,Ulsan,KR,35.5372,129.3167
76.110.251.186,Comcast Cable,Deerfield Beach,US,26.3084,-80.1432
67.184.69.202,Comcast Cable,Lisle,US,41.787,-88.0833
180.200.176.188,TransACT,Ainslie,AU,-35.2625,149.1437
75.101.206.233,Amazon.com,Ashburn,US,39.018,-77.539
108.181.117.233,Telus Communications,Calgary,CA,51.0494,-113.9564
54.234.99.201,Amazon Technologies,Ashburn,US,39.018,-77.539
97.90.11.239,Charter Communications,Whittier,US,33.9472,-117.9951
171.96.247.193,True Internet,Bangkok,TH,13.8583,100.4688
194.214.210.37,Commissariat a l'Energie Atomique,Clermont-Ferrand,FR,45.7797,3.0863
188.34.130.132,Asre Enteghal Dadeha,,IR,35.6961,51.4231
74.141.68.33,Time Warner Cable,Alliance,US,40.9157,-81.133
82.137.208.60,Syrian Telecom,,SY,35,38
176.100.16.142,Pavutina.Net,Kiev,UA,50.4333,30.5167
202.80.216.186,MNC Playmedia,Jakarta,ID,-6.1744,106.8294
155.94.219.118,QuadraNet,Miami,US,25.7806,-80.1826
216.56.31.66,WiscNet,Oconto Falls,US,44.864,-88.189
204.49.130.246,CenturyLink,Fort Walton Beach,US,30.4218,-86.6298
200.123.2.3,Wigo S.A.,Lima,PE,-12.05,-77.05
79.30.254.19,Telecom Italia,Milan,IT,45.4667,9.2
78.159.112.128,Leaseweb Deutschland GmbH,,DE,51,9
173.164.157.93,Comcast Business Communications,San Francisco,US,37.7587,-122.4381
151.246.172.135,Aria Shatel Company,,IR,35.6961,51.4231
108.7.60.73,Verizon Fios,Marblehead,US,42.5002,-70.8652
98.251.72.139,Comcast Cable,Conyers,US,33.6093,-84.0614
89.228.113.16,Multimedia Polska S.A.,IÅawa,PL,53.6,19.5667
95.67.24.75,Cosmonova LLC,Kiev,UA,50.4333,30.5167
112.111.190.191,China Unicom Liaoning,Putian,CN,24.9878,118.4983
90.162.28.110,Orange Espana,Vigo,ES,42.2328,-8.7226
190.161.131.75,VTR Banda Ancha S.A.,Santiago,CL,-33.45,-70.6667
168.212.150.25,Washington State K-20 Telecommunications Network,Mercer Island,US,47.5602,-122.2281
72.84.208.10,Verizon Fios,Chester,US,37.3398,-77.4586
207.228.111.50,Telus Communications,Cold Lake,CA,54.4502,-110.2017
180.74.234.215,"Packet One Networks Sdn Bhd, Internet Services Pro",,MY,3.0833,101.65
42.62.37.105,Forest Eternal Communication Tech. co.ltd,Beijing,CN,39.9289,116.3883
72.208.85.37,Cox Communications,Phoenix,US,33.5913,-112.1074
74.106.195.220,Verizon Internet Services,Whitesboro,US,43.1191,-75.3359
67.167.210.58,Comcast Cable,Chicago,US,41.8493,-87.6731
95.44.136.46,Eircom,Arklow,IE,52.7931,-6.1414
71.72.143.206,Time Warner Cable,Englewood,US,39.8848,-84.3321
148.251.135.118,Hetzner Online GmbH,,DE,51,9
190.197.66.197,Belize Telemedia Limited,Belize City,BZ,17.4833,-88.1833
177.11.3.66,Vipnet Baixada Telecom. e InformÃ¡tica Ltda,Rio de Janeiro,BR,-22.9,-43.2333
212.13.109.91,Central Telegraph Public Joint-stock Company,Dolgoprudnyy,RU,55.9372,37.5153
87.120.187.207,Neterra,Burgas,BG,42.5,27.4667
71.184.210.67,Verizon Fios,Sudbury,US,42.3888,-71.4225
87.74.72.91,Vodafone,London,GB,51.5144,-0.0941
70.186.64.19,Cox Communications,New Orleans,US,29.9049,-89.9612
216.124.79.6,Illinois Century Network,Naperville,US,41.7701,-88.1404
65.184.37.43,Time Warner Cable,Jacksonville,US,34.7984,-77.3592
204.19.80.254,Reseau d'informations scientifiques du Quebec (RIS,Sherbrooke,CA,45.4,-71.9
152.26.62.116,North Carolina Research and Education Network,Gastonia,US,35.2062,-81.1384
173.162.231.193,Comcast Business Communications,North Dighton,US,41.8528,-71.1574
174.44.110.216,Optimum Online,Nutley,US,40.8217,-74.1574
189.231.25.78,Telmex,Chihuahua City,MX,28.6333,-106.0833
82.9.53.82,Virgin Media,London,GB,51.5868,-0.0204
70.113.117.152,Time Warner Cable,Round Rock,US,30.5321,-97.7286
81.190.246.254,Multimedia Polska S.A.,Malbork,PL,54.0333,19.05
176.61.72.105,Virgin Media Ireland Limited,Greystones,IE,53.1408,-6.0631
116.251.187.6,TrustPower,Tauranga,NZ,-37.6686,176.2664
189.157.234.132,Telmex,Reynosa,MX,26.0833,-98.2833
64.150.8.7,Illinois Century Network,Chicago,US,41.8784,-87.6852
199.216.105.225,Service Alberta,Calgary,CA,51.1563,-114.0572
71.222.170.153,CenturyLink,Albuquerque,US,35.0585,-106.6236
180.191.201.41,Globe Telecom,Pulilan,PH,14.9017,120.8492
76.122.108.36,Comcast Cable,Norcross,US,33.9681,-84.2304
163.150.112.2,San Bernardino County Superintendent of Schools,Riverside,US,33.968,-117.3194
71.162.21.138,Verizon Internet Services,Pittsburgh,US,40.3787,-79.971
99.29.181.66,AT&T U-verse,Lake Villa,US,42.4085,-88.0634
99.98.192.185,AT&T U-verse,West Chicago,US,41.8969,-88.2104
107.204.212.147,AT&T U-verse,Albany,US,37.8895,-122.2947
98.248.139.88,Comcast Cable,Fremont,US,37.551,-122.0778
173.44.37.226,QuadraNet,Miami,US,25.7806,-80.1826
76.167.88.218,Time Warner Cable,San Diego,US,32.8943,-117.0763
182.255.118.58,Australian Academic and Reasearch Network (AARNet),Burwood,AU,-37.8495,145.1114
24.159.123.75,Charter Communications,Lawrenceville,US,34.0091,-84.0088
78.96.167.206,UPC Romania SRL,Deva,RO,45.8833,22.9
86.163.51.13,BT,Alfreton,GB,53.0961,-1.3883
219.91.189.247,YOU Telecom India Pvt Ltd,Hyderabad,IN,17.3753,78.4744
212.232.24.2,Nessus GmbH,Vienna,AT,48.219,16.495
27.32.23.254,TPG Internet,Greenacre,AU,-33.9,151.05
173.68.110.77,Verizon Fios,Staten Island,US,40.5958,-74.1525
108.41.4.160,Verizon Fios,Westbury,US,40.757,-73.5814
2.123.5.201,Sky Broadband,Slough,GB,51.5,-0.5833
119.147.146.189,China Telecom,Guangzhou,CN,23.1167,113.25
24.186.64.199,Optimum Online,The Bronx,US,40.8728,-73.8287
5.10.107.132,SoftLayer Dutch Holdings BV,London,GB,51.5144,-0.0941
80.191.193.33,Information Technology Company (ITC),,IR,35.6961,51.4231
200.171.230.95,Vivo,Rio Claro,BR,-22.4,-47.55
74.87.164.13,Time Warner Cable,Leavenworth,US,39.2956,-94.9803
67.82.32.154,Optimum Online,Clifton,US,40.8733,-74.1659
216.186.97.4,Washington State K-20 Telecommunications Network,Seattle,US,47.6102,-122.3043
62.24.222.132,TalkTalk,,GB,51.5,-0.13
62.24.222.131,TalkTalk,,GB,51.5,-0.13
186.249.176.2,Freitas Servicos de Internet Ltda,Russas,BR,-4.9333,-37.9667
192.33.101.199,Swiss Federal Institute of Technology Zurich,Zurich,CH,47.3667,8.55
24.85.179.120,Shaw Communications,Vancouver,CA,49.2175,-123.038
71.246.241.199,Verizon Fios,Falls Church,US,38.8884,-77.1809
24.21.66.220,Comcast Cable,Vancouver,US,45.6447,-122.6298
96.5.144.99,Education Networks of America,Sandpoint,US,48.3432,-116.4536
122.0.0.208,Ministry of Foreign Affairs,Bangkok,TH,13.754,100.5014
69.196.24.2,Telecommunications Xittel,Trois-RiviÃ¨res,CA,46.3556,-72.6392
193.169.248.82,Megamarket,Rostov-on-Don,RU,47.2364,39.7139
71.246.100.32,Verizon Internet Services,Woodside,US,40.7482,-73.9068
93.91.80.7,NYNEX satellite OHG,,US,37.751,-97.822
91.38.186.219,Deutsche Telekom AG,Cottbus,DE,51.756,14.3197
24.77.172.69,Shaw Communications,Winnipeg,CA,49.8629,-97.1959
181.74.48.41,Telmex Servicios Empresariales S.A.,Talca,CL,-35.4333,-71.6667
24.107.162.58,Charter Communications,Newnan,US,33.3734,-84.8541
98.192.31.43,Comcast Cable,Dallas,US,33.8651,-84.8948
73.221.144.117,Comcast Cable,Spokane,US,47.7877,-117.4555
24.178.198.76,Charter Communications,Cleburne,US,32.2847,-97.5392
24.178.147.172,Charter Communications,Asheville,US,35.5683,-82.6272
80.21.247.98,Telecom Italia,Pomarance,IT,43.3,10.8667
177.207.153.176,Global Village Telecom,Feira de Santana,BR,-12.25,-38.95
68.0.71.138,Cox Communications,Tulsa,US,36.099,-95.8891
85.201.131.227,VOO,Etalle,BE,49.6833,5.6
88.228.33.202,Turk Telekom,Istanbul,TR,41.0186,28.9647
41.142.72.215,Maroc Telecom,Midelt,MA,32.6852,-4.7451
24.10.243.141,Comcast Cable,Salt Lake City,US,40.7598,-111.8626
97.119.45.157,CenturyLink,Ogallala,US,41.0987,-101.6619
100.0.111.50,Verizon Fios,Hingham,US,42.2159,-70.8793
69.143.43.251,Comcast Cable,Baltimore,US,39.3555,-76.6355
24.24.225.6,Time Warner Cable,Redlands,US,34.0614,-117.1734
85.192.80.209,Centre de Telecomuncaciones i Tecnologies de la In,Tarragona,ES,41.1167,1.25
193.111.119.208,TeliaSonera Finland Oyj,Tampere,FI,61.5,23.75
24.186.0.219,Optimum Online,Long Beach,US,40.59,-73.6446
2.178.131.28,Information Technology Company (ITC),,IR,35.6961,51.4231
131.107.0.113,Microsoft Corporation,Redmond,US,47.6801,-122.1206
163.153.142.100,Albany Schoharie Schenectady BOCES,Plattsburgh,US,44.7454,-73.4628
84.119.145.152,UPC Austria GmbH,,DE,51,9
203.153.234.187,Amnet IT Services Pty,Joondalup,AU,-31.7445,115.7683
66.102.9.114,Google,Mountain View,US,37.4192,-122.0574
83.203.219.203,Orange,Fort-de-France,MQ,14.6052,-61.0754
162.78.70.210,Bellevue School District #405,Bellevue,US,47.6201,-122.1653
200.180.69.79,Oi Internet,Navegantes,BR,-26.9,-48.65
217.166.77.81,KPN,Druten,NL,51.8943,5.6013
68.51.28.219,Comcast Cable,Greenwood,US,39.6176,-86.1771
101.165.77.45,Telstra Internet,Graceville,AU,-27.5333,152.9833
195.137.183.130,Gribskov Kommune,Helsinge,DK,56.0228,12.1975
176.84.172.222,Telefonica De Espana,Granada,ES,37.1882,-3.6067
104.37.210.20,XTEL Communications,Springfield Township,US,40.6987,-74.3296
173.219.141.166,Suddenlink Communications,Batesville,US,35.7881,-91.6458
50.185.237.241,Comcast Cable,San Jose,US,37.3502,-121.851
24.252.243.44,Cox Communications,Olmsted Falls,US,41.3784,-81.9236
85.24.199.30,Bahnhof Internet AB,Stockholm,SE,59.3333,18.05
221.178.182.6,China Mobile Guangdong,Wuxi,CN,31.5689,120.2886
174.22.181.102,CenturyLink,Colorado Springs,US,38.8339,-104.8214
203.62.175.4,Virtusa Asia Pacific Network,,LK,7,81
120.149.68.10,Telstra Internet,Northcote,AU,-37.7667,145
174.25.247.233,CenturyLink,Faribault,US,44.3278,-93.2776
71.198.0.31,Comcast Cable,Sunnyvale,US,37.3697,-122.0214
24.85.70.30,Shaw Communications,Vancouver,CA,49.2833,-123.1298
210.186.55.103,TM Net,Kota Baharu,MY,4.3988,101.0787
199.216.38.2,Service Alberta,Drayton Valley,CA,53.2168,-114.9854
78.46.174.55,Hetzner Online GmbH,,DE,51,9
186.210.31.168,CTBC,Brodosqui,BR,-20.9833,-47.6667
36.82.87.106,PT Telkom Indonesia,Surabaya,ID,-7.2492,112.7508
76.177.28.139,Time Warner Cable,Richmond,US,37.7666,-84.3031
168.8.32.2,Board of Regents of the University System of Georg,Flowery Branch,US,34.1675,-83.912
98.174.231.162,Cox Communications,Phoenix,US,33.2852,-112.0376
90.191.229.177,Telia Eesti,Tallinn,EE,59.4339,24.7281
152.26.40.6,North Carolina Research and Education Network,Lillington,US,35.3874,-78.8686
167.61.82.138,Administracion Nacional de Telecomunicaciones,Montevideo,UY,-34.8581,-56.1708
95.227.62.33,Telecom Italia,Rome,IT,41.8947,12.4839
174.129.127.74,Amazon.com,Ashburn,US,39.018,-77.539
189.19.79.66,Vivo,Cubatao,BR,-23.8833,-46.4167
78.111.186.169,Intertelecom,,UA,50.45,30.5233
75.73.130.4,Comcast Cable,Shakopee,US,44.7467,-93.5004
81.101.247.126,Virgin Media,Wolverhampton,GB,52.5772,-2.1079
69.123.27.152,Optimum Online,The Bronx,US,40.869,-73.9023
190.101.89.32,VTR Banda Ancha S.A.,Santiago,CL,-33.45,-70.6667
71.63.162.138,Comcast Cable,Eugene,US,44.069,-123.0825
184.44.0.83,AT&T Internet Services,Chipley,US,30.6344,-85.5948
79.116.31.20,RCS & RDS,Lugoj,RO,45.6886,21.9031
75.183.179.250,Time Warner Cable,North Myrtle Beach,US,33.8322,-78.6491
50.47.28.192,Frontier Communications,Edmonds,US,47.8354,-122.3279
108.27.52.234,Verizon Fios,Greenwich,US,41.0429,-73.6268
191.115.65.147,Movistar Chile,Santiago,CL,-33.45,-70.6667
88.100.87.250,O2 Czech Republic,Nachod,CZ,50.4333,16.1833
100.37.73.31,Verizon Fios,Staten Island,US,40.53,-74.2206
71.30.158.3,Windstream Communications,Little Rock,US,34.7101,-92.3546
72.128.203.250,Time Warner Cable,Cedarburg,US,43.3208,-88.0314
108.223.85.113,AT&T U-verse,El Centro,US,32.7736,-115.6022
98.160.193.98,Cox Communications,North Las Vegas,US,36.2729,-115.1333
71.57.252.130,Comcast Cable,New Cumberland,US,40.2072,-76.8478
172.218.59.244,Telus Communications,Chilliwack,CA,49.076,-121.9883
98.109.126.18,Verizon Fios,Bernardsville,US,40.7262,-74.5949
71.60.32.248,Comcast Cable,Pittsburgh,US,40.4439,-79.9561
219.92.114.43,TM Net,Dungun,MY,4.775,103.4162
82.203.3.241,Synetrix,Leeds,GB,53.7995,-1.5107
67.85.193.117,Optimum Online,Orange,US,41.2794,-73.0329
75.170.111.11,CenturyLink,Elwood,US,40.5852,-99.8777
5.112.180.215,Iran Cell Service and Communication Company,,IR,35.6961,51.4231
146.95.224.80,City University of New York,New York,US,40.7143,-74.006
188.37.150.17,Vodafone Portugal,Lisbon,PT,38.7167,-9.1333
128.177.161.183,Abovenet Communications,,US,37.751,-97.822
184.160.93.84,Videotron Ltee,Boucherville,CA,45.591,-73.4361
5.56.145.244,Nianet A/S,Vig,DK,55.8508,11.5856
194.254.62.44,Commissariat a l'Energie Atomique,Adilly,FR,46.69,-0.3088
69.181.173.227,Comcast Cable,Fort Bragg,US,39.4797,-123.6391
174.6.133.105,Shaw Communications,Richmond,CA,49.17,-123.1368
168.9.19.104,Board of Regents of the University System of Georg,Woodstock,US,34.119,-84.4477
168.9.19.103,Board of Regents of the University System of Georg,Woodstock,US,34.119,-84.4477
168.9.19.102,Board of Regents of the University System of Georg,Woodstock,US,34.119,-84.4477
24.1.203.169,Comcast Cable,Skokie,US,42.0382,-87.7285
81.145.58.98,BT,Stockport,GB,53.4098,-2.1576
219.87.82.162,"Taiwan Fixed Network, Telco and Network Service Pr",Taipei,TW,25.0392,121.525
71.204.31.86,Comcast Cable,Canton,US,34.2035,-84.3949
66.249.93.207,Google,,,47,8
50.201.131.226,Comcast Cable,Yorkville,US,41.5996,-88.4322
175.143.232.100,TM Net,Seri Kembangan,MY,3.0333,101.7167
87.248.140.50,CallWithMe,,IR,35.6961,51.4231
62.102.245.31,Adista SAS,Darvoy,FR,47.8584,2.1003
162.78.70.133,Bellevue School District #405,Bellevue,US,47.6201,-122.1653
122.179.55.110,Airtel Broadband,Bengaluru,IN,12.9833,77.5833
158.57.150.68,Consolidated Edison Co. of New York,Brooklyn,US,40.7111,-73.9469
138.210.84.62,CenturyLink,Annandale,US,40.6248,-74.8939
173.80.222.23,Suddenlink Communications,Logan,US,37.8307,-81.9699
50.16.109.54,Amazon.com,Ashburn,US,39.018,-77.539
202.55.151.174,iiNet Limited,Fadden,AU,-35.405,149.1166
2.184.151.41,Information Technology Company (ITC),,IR,35.6961,51.4231
46.63.157.57,Rostelecom,Stavropol,RU,45.0428,41.9734
68.60.126.201,Comcast Cable,Three Rivers,US,41.9761,-85.6475
64.114.222.51,Telus Communications,Chilliwack,CA,49.1838,-121.9046
54.221.86.49,Amazon Technologies,Ashburn,US,39.018,-77.539
216.185.17.162,"Allied Telecom Group, LLC",Washington,US,38.9376,-77.0928
198.62.219.5,Interfacing Company of Texas,Spring,US,30.0983,-95.357
198.62.219.6,Interfacing Company of Texas,Spring,US,30.0983,-95.357
198.62.219.7,Interfacing Company of Texas,Spring,US,30.0983,-95.357
67.87.58.193,Optimum Online,Wayne,US,40.9487,-74.2413
67.253.148.141,Time Warner Cable,Perry,US,42.7328,-78.0197
189.231.62.68,Telmex,Chihuahua City,MX,28.6333,-106.0833
93.93.218.231,emPSN Services Limited,Hinckley,GB,52.5333,-1.3667
50.157.179.180,Comcast Cable,Lowell,US,42.6241,-71.3389
69.64.48.172,Hosting Solutions International,St Louis,US,38.6273,-90.1979
66.249.67.18,Googlebot,Mountain View,US,37.4192,-122.0574
109.73.15.196,GARS Telecom,Moscow,RU,55.7522,37.6156
82.231.148.68,Free SAS,Rennes,FR,48.112,-1.6743
75.82.182.110,Time Warner Cable,San Pedro,US,33.7388,-118.2956
92.253.91.187,Jordan Data Communications Company LLC,Amman,JO,31.95,35.9333
205.173.47.253,Santa Clara County Office of Education,Cupertino,US,37.3042,-122.0946
173.28.41.153,Mediacom Cable,Clearlake,US,38.9678,-122.6477
78.42.89.149,Kabel BW,Hockenheim,DE,49.3299,8.5571
96.241.77.12,Verizon Fios,District Heights,US,38.8516,-76.8839
24.12.54.206,Comcast Cable,Chicago,US,41.9373,-87.6551
98.235.136.178,Comcast Cable,Palmyra,US,40.2923,-76.5909
201.186.24.220,Telefonica del Sur S.A.,Coihaique,CL,-45.5667,-72.0667
92.83.245.215,Telekom Romania Communication S.A,IaÈi,RO,47.2,27.6
83.136.91.86,Nianet A/S,Greve,DK,55.5833,12.3
76.253.165.5,AT&T U-verse,Allen,US,33.0856,-96.6115
98.242.35.182,Comcast Cable,El Dorado Hills,US,38.6839,-121.0526
156.3.153.1,Los Angeles County Office of Education,Hawthorne,US,33.9129,-118.3439
78.97.216.2,UPC Romania SRL,Cluj-Napoca,RO,46.7667,23.6
23.20.183.192,Amazon.com,Ashburn,US,39.018,-77.539
66.249.80.138,Google,Mountain View,US,37.4192,-122.0574
112.164.38.8,Korea Telecom,Naju,KR,35.0283,126.7175
76.11.70.3,EastLink,Bedford,CA,44.7232,-63.656
121.54.32.140,Smart Broadband,Dasmarinas,PH,14.3294,120.9367
74.114.172.147,Ottawa Carleton District School Board,Ottawa,CA,45.3211,-75.7391
130.255.245.96,Mobin Net Communication Company (Private Joint Sto,,IR,35.6961,51.4231
93.31.162.14,SFR,Paris,FR,48.8448,2.3471
91.200.12.7,PP SKS-Lugan,,UA,50.45,30.5233
190.239.199.188,Telefonica del Peru,,PE,-12.0433,-77.0283
184.152.110.142,Time Warner Cable,Edgewater,US,40.827,-73.9757
68.5.176.140,Cox Communications,Rancho Palos Verdes,US,33.7584,-118.3163
217.186.10.178,Telefonica Germany,Berlin,DE,52.5167,13.4
108.73.31.30,AT&T Internet Services,Wichita,US,37.6683,-97.2773
94.31.20.68,Abovenet Communications,London,GB,51.5144,-0.0941
206.248.38.213,JAB Wireless,Alvarado,US,32.43,-97.1929
110.33.161.207,Optus,Melbourne,AU,-37.7984,144.9449
96.230.108.14,Verizon Fios,Westborough,US,42.2658,-71.6105
165.161.7.27,The School District of Palm Beach County,West Palm Beach,US,26.6633,-80.1284
165.161.7.26,The School District of Palm Beach County,West Palm Beach,US,26.6633,-80.1284
186.18.84.49,Telecentro S.A. - Clientes Residenciales,Lanus,AR,-34.7025,-58.3955
208.163.170.175,SAVVIS,Olive Branch,US,34.918,-89.8216
24.12.99.14,Comcast Cable,Chicago,US,41.748,-87.7121
31.200.25.183,Dogan Tv Digital Platform Isletmeciligi A.s.,Ãanakkale,TR,40.1456,26.4064
86.121.106.30,RCS & RDS,BistriÅ£a,RO,47.1419,24.499
91.178.203.195,Proximus Skynet,Auvelais,BE,50.45,4.6167
170.161.62.131,Eastern Suffolk BOCES,Oakdale,US,40.7354,-73.1311
50.203.38.61,Comcast Cable,Denver,US,39.732,-104.9839
50.203.38.60,Comcast Cable,Denver,US,39.732,-104.9839
67.191.1.15,Comcast Cable,Pompano Beach,US,26.2785,-80.1168
204.102.49.150,"California State University, Office of the Chancel",Glendale,US,34.1666,-118.2026
202.9.85.33,Politeknik Elektronika Negeri Surabaya,Surabaya,ID,-7.2492,112.7508
95.92.232.124,"Nos Comunicacoes, S.A.",Lisbon,PT,38.7167,-9.1333
92.82.235.178,Telekom Romania Communication S.A,,RO,46,25
186.84.149.133,Telmex Colombia S.A.,BogotÃ¡,CO,4.6492,-74.0628
192.119.207.126,Mediacom Cable,Pella,US,41.413,-92.923
68.96.92.126,Cox Communications,Irvine,US,33.7081,-117.7596
167.93.7.250,School District of Volusia County,Deltona,US,28.911,-81.1855
24.103.204.42,Time Warner Cable,Moultonborough,US,43.7326,-71.3642
213.243.148.192,DNA Oy,Helsinki,FI,60.1756,24.9342
76.91.70.132,Time Warner Cable,Los Angeles,US,34.091,-118.2943
98.246.59.232,Comcast Cable,Salem,US,44.9023,-123.0662
108.211.232.164,AT&T U-verse,Louisville,US,38.2217,-85.68
85.185.144.141,Information Technology Company (ITC),Shiraz,IR,29.6036,52.5388
94.208.212.52,Ziggo,Castricum,NL,52.5483,4.6694
194.25.12.115,Deutsche Telekom AG,,DE,51,9
75.186.23.220,Time Warner Cable,Springfield,US,39.9586,-83.8063
23.22.243.199,Amazon.com,Ashburn,US,39.018,-77.539
209.213.19.177,"Piedmont Rural Telephone Cooperative, Incorporated",Enoree,US,34.6636,-81.8991
76.174.54.125,Time Warner Cable,Corona,US,33.8312,-117.6053
31.207.235.128,Intersvyaz,Chelyabinsk,RU,55.1544,61.4297
24.41.3.2,EarthLink,Franklin,US,42.0876,-71.4073
204.88.158.34,Santa Clara County Office of Education,Milpitas,US,37.4404,-121.8705
69.114.31.44,Optimum Online,Pelham,US,40.905,-73.8057
62.210.188.27,Dedibox SAS,,FR,48.86,2.35
206.82.20.106,Lancaster Lebanon Intermediate Unit 13,Lancaster,US,40.0754,-76.3189
88.102.209.135,O2 Czech Republic,LitomÄÅice,CZ,50.5384,14.1303
78.171.69.88,Turk Telekom,Istanbul,TR,41.0186,28.9647
1.64.167.159,Netvigator,Central District,HK,22.2833,114.15
73.50.121.68,Comcast Cable,Lisle,US,41.787,-88.0833
75.101.177.11,Amazon.com,Ashburn,US,39.018,-77.539
207.155.123.18,Windstream Communications,Marianna,US,34.7592,-90.8324
1.64.175.229,Netvigator,Central District,HK,22.2833,114.15
96.25.76.53,Clear Wireless,Portland,US,45.5332,-122.6827
68.186.233.20,Charter Communications,Covington,US,30.4574,-90.143
74.107.85.14,Verizon Fios,Nottingham,US,39.3892,-76.492
88.86.133.88,TeliaSonera Finland Oyj,HÃ¤meenlinna,FI,61.0745,24.5755
46.18.101.74,Netensia SARL,Vannes,FR,47.6667,-2.75
83.203.222.156,Orange,Le Lamentin,MQ,14.608,-61.0093
14.198.41.155,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
68.58.159.1,Comcast Cable,Fort Wayne,US,41.0394,-85.2322
71.63.230.43,Comcast Cable,Portland,US,45.6103,-122.7455
82.0.195.125,Virgin Media,Lincoln,GB,53.2167,-0.5667
213.208.124.101,Tiscali UK Limited,,GB,51.5,-0.13
159.118.78.232,Cable One,Garden City,US,43.6461,-116.2675
